,occurences_epa,articles_epa,frac_of_articles_epa,occurences_nepa,articles_nepa,frac_of_articles_nepa,_merge,enrich_in_epa
core,97,69,0.009168217,193,163,0.00326,both,2.812336457
escap,85,69,0.009168217,194,163,0.00326,both,2.812336457
earthquak,44,22,0.0029232,81,52,0.00104,both,2.810768822
mosqu,32,22,0.0029232,127,52,0.00104,both,2.810768822
agreement,99,77,0.010231199,238,182,0.00364,both,2.810768822
flagship,34,30,0.003986181,78,71,0.00142,both,2.807169886
militia,47,30,0.003986181,98,71,0.00142,both,2.807169886
ion,34,19,0.002524581,71,45,0.0009,both,2.805090501
rhythm,45,38,0.005049163,110,90,0.0018,both,2.805090501
defens,174,130,0.017273452,443,308,0.00616,both,2.804131824
adjust,33,27,0.003587563,97,64,0.00128,both,2.802783683
byzantin,41,27,0.003587563,87,64,0.00128,both,2.802783683
stabil,32,27,0.003587563,79,64,0.00128,both,2.802783683
financi,184,151,0.020063779,449,358,0.00716,both,2.802203757
rule,478,325,0.04318363,922,771,0.01542,both,2.800494817
think,75,67,0.008902471,182,159,0.00318,both,2.799519318
valu,157,131,0.017406325,421,311,0.00622,both,2.798444492
thought,161,139,0.018469306,368,330,0.0066,both,2.798379758
heavili,73,72,0.009566835,174,171,0.00342,both,2.797320167
perri,69,32,0.004251927,132,76,0.00152,both,2.797320167
diamond,78,40,0.005314908,147,95,0.0019,both,2.797320167
encount,42,40,0.005314908,97,95,0.0019,both,2.797320167
princess,58,45,0.005979272,147,107,0.00214,both,2.79405227
virtual,65,58,0.007706617,178,138,0.00276,both,2.792252558
liber,240,166,0.02205687,568,395,0.0079,both,2.7920088
becam,1487,1051,0.139649216,3101,2501,0.05002,both,2.791867574
report,464,337,0.044778103,1042,802,0.01604,both,2.79165228
export,65,42,0.005580654,117,100,0.002,both,2.790326867
bbc,148,105,0.013951634,399,250,0.005,both,2.790326867
confid,22,21,0.002790327,56,50,0.001,both,2.790326867
flash,27,21,0.002790327,65,50,0.001,both,2.790326867
propaganda,22,21,0.002790327,64,50,0.001,both,2.790326867
jon,48,34,0.004517672,94,81,0.00162,both,2.788686463
tradit,552,434,0.057666755,1291,1034,0.02068,both,2.788527817
due,546,459,0.060988573,1197,1094,0.02188,both,2.787411926
digit,204,159,0.021126761,538,379,0.00758,both,2.787171578
syrian,83,26,0.00345469,132,62,0.00124,both,2.78604065
longer,114,109,0.014483125,278,260,0.0052,both,2.785216378
wast,38,31,0.004119054,98,74,0.00148,both,2.783144558
reduc,172,139,0.018469306,398,332,0.00664,both,2.781522049
hub,39,36,0.004783417,111,86,0.00172,both,2.781056678
bassist,61,46,0.006112145,127,110,0.0022,both,2.77824753
gather,51,46,0.006112145,120,110,0.0022,both,2.77824753
rescu,60,46,0.006112145,141,110,0.0022,both,2.77824753
outstand,91,79,0.010496944,229,189,0.00378,both,2.776969293
express,183,155,0.02059527,477,371,0.00742,both,2.775642821
happi,50,38,0.005049163,116,91,0.00182,both,2.774265331
iranian,86,43,0.005713526,172,103,0.00206,both,2.773556525
predecessor,71,63,0.008370981,156,151,0.00302,both,2.771847881
extrem,141,128,0.017007707,325,307,0.00614,both,2.769984791
guest,139,128,0.017007707,362,307,0.00614,both,2.769984791
money,164,115,0.015280361,325,276,0.00552,both,2.768181416
legendari,40,35,0.004650545,89,84,0.00168,both,2.768181416
oscar,35,30,0.003986181,87,72,0.00144,both,2.768181416
cellular,25,20,0.002657454,58,48,0.00096,both,2.768181416
harper,32,20,0.002657454,60,48,0.00096,both,2.768181416
coral,36,15,0.001993091,54,36,0.00072,both,2.768181416
call,1263,931,0.123704491,2693,2235,0.0447,both,2.76743828
skill,100,84,0.011161307,237,202,0.00404,both,2.762699868
interpret,97,86,0.011427053,248,207,0.00414,both,2.760157701
saw,146,125,0.016609088,339,301,0.00602,both,2.7589848
directli,121,115,0.015280361,294,277,0.00554,both,2.758187981
josh,24,22,0.0029232,58,53,0.00106,both,2.757735448
twist,26,22,0.0029232,69,53,0.00106,both,2.757735448
encompass,72,68,0.009035344,166,164,0.00328,both,2.754678092
dancer,57,51,0.006776508,158,123,0.00246,both,2.754678092
occas,86,85,0.01129418,215,205,0.0041,both,2.754678092
protect,284,211,0.028036141,669,509,0.01018,both,2.754041393
satir,39,29,0.003853309,77,70,0.0014,both,2.752363236
middl,286,240,0.03188945,695,580,0.0116,both,2.749090509
pursuit,26,24,0.003188945,64,58,0.00116,both,2.749090509
rehabilit,30,24,0.003188945,67,58,0.00116,both,2.749090509
fulfil,32,31,0.004119054,79,75,0.0015,both,2.746035964
incom,64,50,0.006643635,184,121,0.00242,both,2.745303883
loos,53,50,0.006643635,121,121,0.00242,both,2.745303883
concern,170,150,0.019930906,395,363,0.00726,both,2.745303883
defect,24,19,0.002524581,57,46,0.00092,both,2.744110273
tide,34,19,0.002524581,60,46,0.00092,both,2.744110273
file,99,71,0.009433962,292,172,0.00344,both,2.742430891
shorter,27,26,0.00345469,64,63,0.00126,both,2.741817783
separ,294,252,0.033483922,722,611,0.01222,both,2.74009185
christoph,83,75,0.009965453,205,182,0.00364,both,2.73776184
adult,228,173,0.022986978,481,420,0.0084,both,2.736545057
product,868,595,0.079059261,2043,1445,0.0289,both,2.735614575
goat,29,14,0.001860218,55,34,0.00068,both,2.735614575
plastic,45,28,0.003720436,87,68,0.00136,both,2.735614575
network,547,329,0.043715121,1313,799,0.01598,both,2.735614575
bengali,75,35,0.004650545,116,85,0.0017,both,2.735614575
TRUE,108,93,0.012357162,277,226,0.00452,both,2.733885363
wear,58,51,0.006776508,153,124,0.00248,both,2.732462946
win,668,423,0.056205155,1366,1029,0.02058,both,2.731057117
runnerup,32,30,0.003986181,86,73,0.00146,both,2.730261122
tale,62,55,0.007307999,175,134,0.00268,both,2.726865275
subsidiari,74,64,0.008503853,164,156,0.00312,both,2.725594009
without,285,267,0.035477013,715,651,0.01302,both,2.724808988
twenti,96,73,0.009699708,213,178,0.00356,both,2.724636989
surpris,27,25,0.003321818,65,61,0.00122,both,2.722801392
share,273,222,0.029497741,624,542,0.01084,both,2.721193834
phase,81,63,0.008370981,211,154,0.00308,both,2.717850844
gibson,36,18,0.002391709,73,44,0.00088,both,2.717850844
industri,529,402,0.053414829,1285,983,0.01966,both,2.716929227
notabl,363,334,0.044379484,874,817,0.01634,both,2.716002721
host,534,329,0.043715121,1085,805,0.0161,both,2.715224902
howev,673,601,0.079856497,1638,1471,0.02942,both,2.714360893
help,374,306,0.040659049,857,749,0.01498,both,2.714222205
reduct,37,29,0.003853309,79,71,0.00142,both,2.713597557
vision,52,49,0.006510763,140,120,0.0024,both,2.712817787
said,249,207,0.027504651,590,507,0.01014,both,2.712490192
screenplay,44,40,0.005314908,108,98,0.00196,both,2.711687917
instal,119,100,0.013287271,295,245,0.0049,both,2.711687917
polic,273,142,0.018867925,626,348,0.00696,both,2.710908697
mixtur,35,31,0.004119054,84,76,0.00152,both,2.709903912
third,696,583,0.077464789,1620,1431,0.02862,both,2.706666273
aggreg,24,22,0.0029232,69,54,0.00108,both,2.706666273
exactli,24,22,0.0029232,59,54,0.00108,both,2.706666273
kumar,31,22,0.0029232,71,54,0.00108,both,2.706666273
death,734,479,0.063646027,1452,1176,0.02352,both,2.706038567
fewer,24,24,0.003188945,66,59,0.00118,both,2.702495755
imag,160,115,0.015280361,483,283,0.00566,both,2.699710497
respons,318,276,0.036672867,817,680,0.0136,both,2.696534367
welfar,32,28,0.003720436,87,69,0.00138,both,2.695967987
partli,51,43,0.005713526,119,106,0.00212,both,2.695059642
well,1160,1013,0.134600053,2855,2498,0.04996,both,2.694156388
unoffici,33,30,0.003986181,78,74,0.00148,both,2.693365702
mediterranean,78,49,0.006510763,146,121,0.00242,both,2.690397806
lose,92,83,0.011028435,227,205,0.0041,both,2.689862136
duncan,26,17,0.002258836,69,42,0.00084,both,2.689090518
skull,22,17,0.002258836,61,42,0.00084,both,2.689090518
marriag,156,74,0.00983258,276,183,0.00366,both,2.686497374
kenni,22,19,0.002524581,54,47,0.00094,both,2.685724948
older,107,101,0.013420144,262,250,0.005,both,2.684028701
around,660,565,0.07507308,1568,1399,0.02798,both,2.683097927
altern,211,194,0.025777305,533,481,0.00962,both,2.67955357
nazi,125,50,0.006643635,159,124,0.00248,both,2.678885241
suit,74,50,0.006643635,169,124,0.00248,both,2.678885241
jam,27,25,0.003321818,77,62,0.00124,both,2.678885241
messag,66,52,0.006909381,188,129,0.00258,both,2.678054579
strong,154,139,0.018469306,374,345,0.0069,both,2.676711073
time,2188,1480,0.196651608,4789,3674,0.07348,both,2.676260312
practic,341,259,0.034414031,832,643,0.01286,both,2.676052205
add,29,29,0.003853309,80,72,0.00144,both,2.675908702
coincid,31,31,0.004119054,82,77,0.00154,both,2.674710355
denomin,42,31,0.004119054,110,77,0.00154,both,2.674710355
explor,162,126,0.016741961,354,313,0.00626,both,2.674434697
remain,557,487,0.064709009,1359,1210,0.0242,both,2.673925982
chang,568,414,0.055009301,1307,1029,0.02058,both,2.672949518
soni,46,37,0.00491629,128,92,0.00184,both,2.671896845
tenur,49,45,0.005979272,117,112,0.00224,both,2.669317794
chri,105,92,0.012224289,266,229,0.00458,both,2.669058762
content,145,112,0.014881743,363,279,0.00558,both,2.666979084
categori,144,122,0.01621047,383,304,0.00608,both,2.666195784
occup,73,63,0.008370981,180,157,0.00314,both,2.665917389
detect,89,65,0.008636726,218,162,0.00324,both,2.665656178
mid,159,136,0.018070688,364,339,0.00678,both,2.665293257
retain,94,89,0.011825671,232,222,0.00444,both,2.663439416
indic,133,111,0.014748871,326,277,0.00554,both,2.662251008
primari,241,207,0.027504651,644,517,0.01034,both,2.660024231
peak,306,217,0.028833378,787,542,0.01084,both,2.659905685
includ,3459,2243,0.298033484,7159,5607,0.11214,both,2.657691135
spi,28,24,0.003188945,74,60,0.0012,both,2.657454159
textil,24,18,0.002391709,58,45,0.0009,both,2.657454159
renaiss,71,40,0.005314908,126,100,0.002,both,2.657454159
disciplin,59,44,0.005846399,121,110,0.0022,both,2.657454159
currenc,24,20,0.002657454,85,50,0.001,both,2.657454159
rat,32,16,0.002125963,64,40,0.0008,both,2.657454159
roosevelt,52,16,0.002125963,64,40,0.0008,both,2.657454159
prison,158,108,0.014350252,423,270,0.0054,both,2.657454159
period,617,431,0.057268137,1267,1078,0.02156,both,2.656221573
hit,406,265,0.035211268,925,663,0.01326,both,2.655450046
correspond,97,81,0.010762689,233,203,0.00406,both,2.650908705
topic,89,75,0.009965453,213,188,0.00376,both,2.650386462
want,130,112,0.014881743,385,281,0.00562,both,2.647997027
mind,61,51,0.006776508,148,128,0.00256,both,2.647073479
instead,161,153,0.020329524,398,384,0.00768,both,2.647073479
represent,54,49,0.006510763,178,123,0.00246,both,2.6466515
formal,151,135,0.017937816,391,339,0.00678,both,2.645695512
reach,535,397,0.052750465,1207,997,0.01994,both,2.645459632
bibl,66,41,0.005447781,205,103,0.00206,both,2.644553896
passag,44,39,0.005182036,106,98,0.00196,both,2.643895719
decis,141,111,0.014748871,356,279,0.00558,both,2.643166771
approv,81,70,0.00930109,216,176,0.00352,both,2.642354988
date,418,330,0.043847994,962,830,0.0166,both,2.641445399
jefferson,64,33,0.004384799,127,83,0.00166,both,2.641445399
eight,257,225,0.029896359,623,566,0.01132,both,2.641021138
orient,154,64,0.008503853,200,161,0.00322,both,2.640948232
shown,109,93,0.012357162,251,234,0.00468,both,2.640419196
even,300,277,0.03680574,770,697,0.01394,both,2.640296994
night,239,178,0.023651342,526,448,0.00896,both,2.639658707
relat,465,385,0.051155993,1159,970,0.0194,both,2.636906833
moder,57,46,0.006112145,124,116,0.00232,both,2.634545071
balanc,51,44,0.005846399,131,111,0.00222,both,2.63351313
aria,29,21,0.002790327,77,53,0.00106,both,2.632383837
scope,23,21,0.002790327,57,53,0.00106,both,2.632383837
languag,657,347,0.04610683,1554,876,0.01752,both,2.631668359
strike,69,59,0.00783949,198,149,0.00298,both,2.630701265
ra,38,19,0.002524581,64,48,0.00096,both,2.629772345
color,220,133,0.01767207,478,336,0.00672,both,2.629772345
news,248,161,0.021392506,671,407,0.00814,both,2.628071988
larg,690,562,0.074674462,1630,1421,0.02842,both,2.627532085
princip,155,138,0.018336434,413,349,0.00698,both,2.626996232
suspect,39,34,0.004517672,105,86,0.00172,both,2.626553529
funer,20,17,0.002258836,57,43,0.00086,both,2.626553529
macedonian,30,17,0.002258836,78,43,0.00086,both,2.626553529
pierc,20,17,0.002258836,85,43,0.00086,both,2.626553529
destroy,115,102,0.013553016,306,258,0.00516,both,2.626553529
children,516,354,0.047036939,1248,896,0.01792,both,2.624829164
introduc,265,225,0.029896359,635,570,0.0114,both,2.622487657
hart,21,15,0.001993091,65,38,0.00076,both,2.622487657
toll,25,15,0.001993091,64,38,0.00076,both,2.622487657
produc,1370,973,0.129285145,3117,2467,0.04934,both,2.620290734
bid,31,28,0.003720436,79,71,0.00142,both,2.620025227
drop,94,84,0.011161307,257,213,0.00426,both,2.620025227
organ,900,547,0.072681371,2003,1388,0.02776,both,2.618205016
bone,41,37,0.00491629,142,94,0.00188,both,2.615047976
rang,422,347,0.04610683,1098,882,0.01764,both,2.613765854
justic,152,118,0.01567898,444,300,0.006,both,2.613163256
develop,1358,863,0.114669147,3087,2198,0.04396,both,2.608488329
explos,42,31,0.004119054,166,79,0.00158,both,2.606996169
hear,53,40,0.005314908,120,102,0.00204,both,2.605347215
pole,42,40,0.005314908,140,102,0.00204,both,2.605347215
keep,83,78,0.010364071,219,199,0.00398,both,2.604037995
damag,129,87,0.011559926,285,222,0.00444,both,2.603586845
forc,797,458,0.0608557,1769,1170,0.0234,both,2.60067095
seal,47,36,0.004783417,135,92,0.00184,both,2.599683416
strait,30,27,0.003587563,98,69,0.00138,both,2.599683416
cinema,92,61,0.008105235,243,156,0.00312,both,2.59783179
posthum,39,34,0.004517672,90,87,0.00174,both,2.596363259
talent,85,68,0.009035344,192,174,0.00348,both,2.596363259
government,25,25,0.003321818,68,64,0.00128,both,2.595170077
procedur,61,41,0.005447781,142,105,0.0021,both,2.594181441
enact,33,32,0.004251927,96,82,0.00164,both,2.592638204
republican,232,119,0.015811852,430,305,0.0061,both,2.592106925
practition,27,23,0.003056072,72,59,0.00118,both,2.589891765
warner,66,46,0.006112145,155,118,0.00236,both,2.589891765
tenth,59,53,0.007042254,140,136,0.00272,both,2.589063795
closest,30,30,0.003986181,80,77,0.00154,both,2.588429376
broken,58,51,0.006776508,151,131,0.00262,both,2.586453475
accord,528,434,0.057666755,1243,1115,0.0223,both,2.58595315
hold,337,295,0.039197449,854,758,0.01516,both,2.585583697
fulli,84,79,0.010496944,213,203,0.00406,both,2.585454169
group,1645,942,0.125166091,3641,2422,0.04844,both,2.58394077
barrier,34,21,0.002790327,66,54,0.00108,both,2.583635988
deep,90,80,0.010629817,251,206,0.00412,both,2.580052581
christian,445,233,0.030959341,1006,600,0.012,both,2.579945079
experi,235,179,0.023784215,569,461,0.00922,both,2.579632833
discharg,31,26,0.00345469,75,67,0.00134,both,2.578127169
healthcar,30,26,0.00345469,92,67,0.00134,both,2.578127169
popularli,27,26,0.00345469,67,67,0.00134,both,2.578127169
quickli,67,64,0.008503853,171,165,0.0033,both,2.576925245
orbit,84,38,0.005049163,188,98,0.00196,both,2.576103521
spin,22,19,0.002524581,87,49,0.00098,both,2.576103521
convent,138,114,0.015147489,392,294,0.00588,both,2.576103521
mostli,230,207,0.027504651,562,534,0.01068,both,2.575341811
notic,33,31,0.004119054,88,80,0.0016,both,2.574408716
harmoni,30,24,0.003188945,78,62,0.00124,both,2.571729831
tast,26,24,0.003188945,73,62,0.00124,both,2.571729831
span,92,89,0.011825671,249,230,0.0046,both,2.570798045
earli,914,735,0.09766144,2214,1901,0.03802,both,2.568685964
film,3520,1076,0.142971034,6498,2783,0.05566,both,2.568649546
elsewher,34,34,0.004517672,88,88,0.00176,both,2.566859131
ibn,21,17,0.002258836,134,44,0.00088,both,2.566859131
identif,20,17,0.002258836,56,44,0.00088,both,2.566859131
career,829,559,0.074275844,1783,1448,0.02896,both,2.56477361
familiar,26,22,0.0029232,62,57,0.00114,both,2.564210153
shock,23,22,0.0029232,71,57,0.00114,both,2.564210153
alreadi,79,76,0.010098326,201,197,0.00394,both,2.563026854
form,1323,937,0.124501727,2982,2429,0.04858,both,2.562818595
card,103,59,0.00783949,280,153,0.00306,both,2.561924761
particular,169,156,0.020728142,445,405,0.0081,both,2.559029931
unusu,65,62,0.008238108,169,161,0.00322,both,2.5584186
measur,170,134,0.017804943,508,348,0.00696,both,2.558181446
seed,56,35,0.004650545,129,91,0.00182,both,2.555244384
world,3118,1540,0.20462397,5509,4007,0.08014,both,2.553331298
simpl,89,73,0.009699708,205,190,0.0038,both,2.552554653
aim,130,116,0.015413234,337,302,0.00604,both,2.551859954
soon,116,111,0.014748871,311,289,0.00578,both,2.551707713
promot,366,303,0.040260431,944,789,0.01578,both,2.55135808
coin,56,48,0.00637789,189,125,0.0025,both,2.551155993
air,716,460,0.061121446,1799,1198,0.02396,both,2.550978533
chart,655,262,0.034812649,1178,683,0.01366,both,2.548510211
natur,528,383,0.050890247,1273,999,0.01998,both,2.547059417
interim,27,23,0.003056072,68,60,0.0012,both,2.546726902
self,25,23,0.003056072,69,60,0.0012,both,2.546726902
write,280,238,0.031623704,806,621,0.01242,both,2.546191988
descend,89,77,0.010231199,233,201,0.00402,both,2.545074257
sky,75,49,0.006510763,164,128,0.00256,both,2.543266676
dragon,96,44,0.005846399,189,115,0.0023,both,2.541912674
best,1214,819,0.108822748,2594,2141,0.04282,both,2.541399996
ocean,230,135,0.017937816,504,353,0.00706,both,2.540767078
laser,32,13,0.001727345,67,34,0.00068,both,2.540213534
credit,177,164,0.021791124,518,429,0.00858,both,2.539758054
survey,118,73,0.009699708,263,191,0.00382,both,2.539190492
loan,54,47,0.006245017,167,123,0.00246,both,2.538624908
focu,109,105,0.013951634,306,275,0.0055,both,2.536660788
joel,22,21,0.002790327,73,55,0.0011,both,2.536660788
midnight,27,21,0.002790327,64,55,0.0011,both,2.536660788
routin,23,21,0.002790327,60,55,0.0011,both,2.536660788
strategi,58,50,0.006643635,180,131,0.00262,both,2.535738701
environ,129,108,0.014350252,340,283,0.00566,both,2.535380293
danc,181,127,0.016874834,538,333,0.00666,both,2.533758845
cannot,50,48,0.00637789,137,126,0.00252,both,2.530908723
aris,32,32,0.004251927,97,84,0.00168,both,2.530908723
examin,75,64,0.008503853,201,168,0.00336,both,2.530908723
rick,36,32,0.004251927,91,84,0.00168,both,2.530908723
eclips,48,16,0.002125963,88,42,0.00084,both,2.530908723
previou,226,200,0.026574542,569,525,0.0105,both,2.530908723
rebel,49,35,0.004650545,120,92,0.00184,both,2.527469988
star,978,608,0.080786606,2086,1599,0.03198,both,2.526160301
return,505,406,0.053946319,1297,1068,0.02136,both,2.525576752
cognit,28,19,0.002524581,87,50,0.001,both,2.524581451
rich,77,68,0.009035344,208,179,0.00358,both,2.523839145
heavi,107,98,0.013021525,297,258,0.00516,both,2.52355143
