page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len,page_content_model,pr_page,pr_type,pr_level,pr_cascade,pr_user,pr_expiry,pr_id
11485528,0,Dan_O'Halloran,,0,0,0,0.576846402997,20160623144143,20160624015424,711940632,1582,wikitext,11485528,edit,autoconfirmed,0,,infinity,314412
11511282,0,YouPorn,,0,0,0,0.105733077276,20160622171101,20160622172348,714575844,17186,wikitext,11511282,edit,autoconfirmed,0,,infinity,372105
11521084,0,Cassandra_Clare,,0,0,0,0.876948656716,20160707232029,20160705032842,726917511,18735,wikitext,11521084,edit,autoconfirmed,0,,infinity,435371
11546879,0,Google_Street_View,,0,0,0,0.259453281515,20160708225305,20160708225308,728971497,25375,wikitext,11546879,edit,autoconfirmed,0,,infinity,461962
11548323,0,"List_of_gay,_lesbian_or_bisexual_people:_C",,0,0,0,0.9297823316449999,20160704175125,20160704175550,728307423,67491,wikitext,11548323,edit,autoconfirmed,0,,infinity,240994
11554502,0,Lester_Coleman,,0,0,0,0.012976646809,20160629003426,20160629013232,712261328,29488,wikitext,11554502,edit,autoconfirmed,0,,infinity,438573
11556927,0,Mediacorp_HD5,,0,0,0,0.8658501962569999,20160704094134,20160704094136,714300350,7127,wikitext,11556927,edit,autoconfirmed,0,,20170221005819,609645
11557106,0,Batman_in_film,,0,0,0,0.344302250984,20160707052328,20160707050010,727296222,91819,wikitext,11557106,edit,autoconfirmed,0,,infinity,458571
11567096,0,Murdoch_Mysteries,,0,0,0,0.536241088627,20160705100358,20160705105552,727437825,37853,wikitext,11567096,edit,autoconfirmed,0,,infinity,604049
11567670,0,List_of_The_Cosby_Show_characters,,0,0,0,0.7472963937049999,20160629003426,20160629013232,722216453,37611,wikitext,11567670,edit,autoconfirmed,0,,infinity,243813
11578887,0,General_Hospital_cast_members,,0,0,0,0.632702465679,20160709044729,20160709044730,729003735,17796,wikitext,11578887,edit,autoconfirmed,0,,infinity,475257
11604708,0,Spell_Cast,,0,0,0,0.313419308578,20160612140740,20160513183055,720098267,4136,wikitext,11604708,edit,autoconfirmed,0,,20160813183106,620220
11650319,0,Xiaxue,,0,0,0,0.474826195588,20160630172230,20160630173530,711412431,8340,wikitext,11650319,edit,autoconfirmed,0,,infinity,382987
11663591,0,The_Contractor_(2007_film),,0,0,0,0.504784441093,20160623144143,20160624015559,700372381,6453,wikitext,11663591,edit,autoconfirmed,0,,infinity,562399
11687101,0,Kamen_Rider_V3_(character),,0,0,0,0.223049682611,20160706124520,20160706123257,728607395,14024,wikitext,11687101,edit,autoconfirmed,0,,20161006124520,626451
11700559,0,List_of_scientists_opposing_the_mainstream_scientific_assessment_of_global_warming,,0,0,0,0.9950822558870001,20160709165739,20160709165656,727100070,84077,wikitext,11700559,edit,autoconfirmed,0,,infinity,522581
11712287,0,Riaz_Ahmed_Gohar_Shahi,,0,0,0,0.559575805905,20160703044009,20160703045547,724436354,24374,wikitext,11712287,edit,autoconfirmed,0,,infinity,372107
11747574,0,Nicole_Alexander,,0,0,0,0.826170050272,20160625061853,20160625063742,719598846,2732,wikitext,11747574,edit,autoconfirmed,0,,infinity,372109
11749910,0,Cheese,,0,0,0,0.56761594256,20160708132415,20160708132328,728875646,43674,wikitext,11749910,edit,autoconfirmed,0,,infinity,302876
11766333,0,Online_quiz,,0,0,0,0.801550891358,20160612140740,20160606095035,722549430,2276,wikitext,11766333,edit,autoconfirmed,0,,infinity,568114
11768984,0,Surveen_Chawla,,0,0,0,0.6610054875470001,20160704191912,20160705033018,725012615,6538,wikitext,11768984,edit,autoconfirmed,0,,infinity,544730
11776556,0,Ripe_Digital_Entertainment,,0,0,0,0.341900991346,20160620144107,20160620154146,712128206,1574,wikitext,11776556,edit,autoconfirmed,0,,20160808141723,608242
11778948,0,Atomic_bombings_of_Hiroshima_and_Nagasaki,,0,0,0,0.817478858102,20160707011234,20160707011238,728694929,166494,wikitext,11778948,edit,autoconfirmed,0,,infinity,192569
11805756,0,Greg_Plitt,,0,0,0,0.405044855788,20160623144143,20160624015707,720160206,9010,wikitext,11805756,edit,autoconfirmed,0,,infinity,342645
11808592,0,México_en_la_Piel_(album),,0,0,0,0.516995172968,20160709011831,20160709011819,673311095,5827,wikitext,11808592,edit,autoconfirmed,0,,infinity,558118
11815465,0,List_of_Who_Wants_to_Be_a_Millionaire?_top_prize_winners,,0,0,0,0.142010546028,20160708124049,20160708124642,723204320,62305,wikitext,11815465,edit,autoconfirmed,0,,infinity,533103
11824669,0,Amit_Singhal,,0,0,0,0.528461983293,20160706002555,20160705105628,728276337,7531,wikitext,11824669,edit,autoconfirmed,0,,infinity,372111
11826154,0,Wang_Leehom,,0,0,0,0.313071578444,20160708073811,20160708073813,728877740,48059,wikitext,11826154,edit,autoconfirmed,0,,infinity,372148
11835861,0,Yucaipa_High_School,,0,0,0,0.7948544983689999,20160623144143,20160624015713,701241678,5718,wikitext,11835861,edit,autoconfirmed,0,,infinity,473271
11850610,0,Jeffree_Star,,0,0,0,0.68708090493,20160705053907,20160705053908,728401669,13201,wikitext,11850610,edit,autoconfirmed,0,,infinity,169940
11856840,0,J._T._Buck,,0,0,0,0.423963022675,20160626220102,20160626220103,727129796,7456,wikitext,11856840,edit,autoconfirmed,0,,20160726220045,625271
11862690,0,Juno_(film),,0,0,0,0.322401224364,20160709174639,20160709174451,728947535,77248,wikitext,11862690,edit,autoconfirmed,0,,infinity,202000
11876731,0,The_Mystery_of_the_Druids,,0,0,0,0.494524826622,20160629221810,20160629222525,681648260,14808,wikitext,11876731,edit,autoconfirmed,0,,infinity,360118
11889949,0,Rob_Dyrdek,,0,0,0,0.103842964478,20160708223247,20160708192352,724706034,19415,wikitext,11889949,edit,autoconfirmed,0,,infinity,415325
11890822,0,Perry_Hall_High_School,,0,0,0,0.407020348485,20160706065019,20160705213505,728576412,11337,wikitext,11890822,edit,autoconfirmed,0,,20170706065019,626414
11914121,0,Rand_Paul,,0,0,0,0.17714239899,20160709112459,20160709112506,727592688,105214,wikitext,11914121,edit,autoconfirmed,0,,infinity,303484
11914240,0,Nvidia_PureVideo,,0,0,0,0.068551592361,20160703101936,20160703101947,726356967,30024,wikitext,11914240,edit,autoconfirmed,0,,20160716114815,624265
11926916,0,Portland_Pride,,0,0,0,0.9155604033910001,20160404143142,20160416024230,660508795,2647,wikitext,11926916,edit,autoconfirmed,0,,infinity,244798
11932269,0,List_of_management_consulting_firms,,0,0,0,0.965399607826,20160627143045,20160627143046,727223234,3042,wikitext,11932269,edit,autoconfirmed,0,,infinity,493206
11933433,0,Daniel_A._McGowan,,0,0,0,0.8410578117569999,20160620144107,20160620154144,711551498,1582,wikitext,11933433,edit,autoconfirmed,0,,infinity,77637
11996885,0,Electronic_cigarette,,0,0,0,0.564010023812,20160708183046,20160708183048,728940141,147001,wikitext,11996885,edit,autoconfirmed,0,,infinity,568687
12069270,0,A_Day_in_the_Park_with_Barney,,0,0,0,0.065206625037,20160630185804,20160630185850,712103265,7698,wikitext,12069270,edit,autoconfirmed,0,,infinity,552368
12079268,0,List_of_Kannada-language_poets,,0,0,0,0.411201757372,20160620144107,20160620154152,704004286,1451,wikitext,12079268,edit,autoconfirmed,0,,infinity,608295
12082612,0,Jennings_Dog,,0,0,0,0.317705444946,20160705100358,20160705105704,710960844,9449,wikitext,12082612,edit,autoconfirmed,0,,20170319222912,613084
12089954,0,Wherever_We_May_Roam_Tour,,0,0,0,0.9565024113070001,20160706175152,20160706175153,728644779,22324,wikitext,12089954,edit,autoconfirmed,0,,infinity,568019
12094316,0,Luke_Bryan,,0,0,0,0.8246295902870001,20160707085059,20160707085103,728735625,42616,wikitext,12094316,edit,autoconfirmed,0,,20160816051349,620522
12103692,0,All_India_Pre_Medical_Test,,0,0,0,0.418824201547,20160622190820,20160622190821,726526556,11669,wikitext,12103692,edit,autoconfirmed,0,,20160721232241,624824
12107644,0,Owned-and-operated_television_stations_in_the_United_States,,0,0,0,0.771839833133,20160704090930,20160704090931,728261654,110843,wikitext,12107644,edit,autoconfirmed,0,,infinity,506306
12109959,0,Perth_Lynx,,0,0,0,0.880031767378,20160709181349,20160709180331,722757822,17936,wikitext,12109959,edit,autoconfirmed,0,,20160807142425,619238
12114628,0,List_of_Indian_writers,,0,0,0,0.761834083651,20160705080125,20160705080129,727529248,6685,wikitext,12114628,edit,autoconfirmed,0,,infinity,617276
12115130,0,List_of_programmes_broadcast_by_Mediacorp_HD5,,0,0,0,0.549359214071,20160620144107,20160620154153,714300355,29378,wikitext,12115130,edit,autoconfirmed,0,,20170221010334,609649
12120000,0,27_Club,,0,0,0,0.818308669497,20160703151819,20160703151820,728152497,38048,wikitext,12120000,edit,autoconfirmed,0,,infinity,456683
12137890,0,Human_penis,,0,0,0,0.135686493697,20160709145046,20160709150111,727289854,66099,wikitext,12137890,edit,autoconfirmed,0,,infinity,343004
12148125,0,Metin2,,0,0,0,0.385157990509,20160620144107,20160620154251,714792118,4372,wikitext,12148125,edit,autoconfirmed,0,,20161011081403,616078
12153654,0,Elizabeth_II,,0,0,0,0.230968451086,20160709132040,20160708204940,728957533,103210,wikitext,12153654,edit,autoconfirmed,0,,infinity,592340
12155332,0,Pioneer_Court,,0,0,0,0.101901176742,20160606003310,20160606102203,632798311,2553,wikitext,12155332,edit,autoconfirmed,0,,infinity,242581
12156241,0,Guns_N'_Roses/Metallica_Stadium_Tour,,0,0,0,0.366621722352,20160709224033,20160709223328,728690890,24417,wikitext,12156241,edit,autoconfirmed,0,,infinity,568013
12174108,0,Jérôme_Boateng,,0,0,0,0.855870101112,20160709153248,20160707213237,728819826,41370,wikitext,12174108,edit,autoconfirmed,0,,20160719221805,582224
12176866,0,List_of_The_Wiggles_episodes,,0,0,0,0.605302409809,20160707232427,20160624015941,721236494,72358,wikitext,12176866,edit,autoconfirmed,0,,infinity,547572
12209728,0,Thom_Loverro,,0,0,0,0.347574299436,20160707232427,20160624015950,712035463,1665,wikitext,12209728,edit,autoconfirmed,0,,infinity,539956
12218249,0,Wellington_Point_State_High_School,,0,0,0,0.397928699223,20160620144107,20160620154306,655287141,2745,wikitext,12218249,edit,autoconfirmed,0,,infinity,326568
12235081,0,Human_rights_in_Ukraine,,0,0,0,0.692364442762,20160703223757,20160629013300,725730653,37991,wikitext,12235081,edit,autoconfirmed,0,,20160717074532,624361
12237784,0,List_of_YouTubers,,0,0,0,0.5973242832350001,20160707224024,20160703044449,727259922,197930,wikitext,12237784,edit,autoconfirmed,0,,infinity,365203
12253010,0,All_I_Ask_of_You,,0,0,0,0.485346842178,20160623144143,20160624020002,724186560,7442,wikitext,12253010,edit,autoconfirmed,0,,20170607173541,623195
12254052,0,Smoking,,0,0,0,0.082092421806,20160705222849,20160705222851,728516231,72639,wikitext,12254052,edit,autoconfirmed,0,,infinity,370680
12280293,0,Law_practice_management_software,,0,0,0,0.049973270133,20160708223311,20160708192513,715462418,7126,wikitext,12280293,edit,autoconfirmed,0,,infinity,519878
12289397,0,Gutian_people,,0,0,0,0.7313984235630001,20160709204241,20160709203706,726543897,14535,wikitext,12289397,edit,autoconfirmed,0,,20170613095447,623907
12296559,0,Dana_Ullman,,0,0,0,0.558582091747,20160705100358,20160705105730,716630105,12846,wikitext,12296559,edit,autoconfirmed,0,,20160816194700,585881
12304499,0,Code2000,,0,0,0,0.958569764752,20160705231623,20160705233046,727998716,7924,wikitext,12304499,edit,autoconfirmed,0,,infinity,438759
12305742,0,Shahidul_Islam,,0,0,0,0.201311102903,20160505011039,20160505020041,381336420,238,wikitext,12305742,edit,autoconfirmed,0,,infinity,281433
12310814,0,Carly_Rae_Jepsen,,0,0,0,0.538389167056,20160706001636,20160706001638,728529374,35256,wikitext,12310814,edit,autoconfirmed,0,,infinity,436258
12311762,0,Far_Cry,,0,0,0,0.770151960826,20160704191912,20160705033302,724939817,29618,wikitext,12311762,edit,autoconfirmed,0,,20160912135157,623785
12330092,0,Girls'_Generation,,0,0,0,0.953233780912,20160706183022,20160706183025,728649568,125170,wikitext,12330092,edit,autoconfirmed,0,,infinity,399175
12333673,0,Stuart_Howe,,0,0,0,0.877408087089,20160619041254,20160619041255,725976803,9060,wikitext,12333673,edit,autoconfirmed,0,,infinity,340885
12345059,0,Maan_Al-Sanea,,0,0,0,0.6212993607209999,20160620144107,20160620154254,712108536,949,wikitext,12345059,edit,autoconfirmed,0,,infinity,386226
12346158,0,Smosh,,0,0,0,0.067342325203,20160708130428,20160708130339,728840623,34110,wikitext,12346158,edit,autoconfirmed,0,,infinity,446216
12379529,0,Srbosjek,,0,0,0,0.122646363921,20160427063452,20160602145037,705769221,4891,wikitext,12379529,edit,autoconfirmed,0,,infinity,372154
12414587,0,Camp_Rock,,0,0,0,0.264110399817,20160706000416,20160706000642,726745001,15519,wikitext,12414587,edit,autoconfirmed,0,,infinity,229195
12420911,0,Saima_Noor,,0,0,0,0.937231003824,20160629003426,20160629013312,719473113,2696,wikitext,12420911,edit,autoconfirmed,0,,infinity,544715
12438675,0,Jenny_Brockie,,0,0,0,0.8597629653209999,20160620144107,20160620154338,724145719,3717,wikitext,12438675,edit,autoconfirmed,0,,infinity,381733
12474403,0,Climate_change_denial,,0,0,0,0.51706310017,20160709165739,20160709165650,728430380,134923,wikitext,12474403,edit,autoconfirmed,0,,infinity,331787
12499554,0,Soulja_Boy,,0,0,0,0.592143813904,20160708223353,20160708192605,728313267,107237,wikitext,12499554,edit,autoconfirmed,0,,infinity,348582
12520860,0,Demi_Lovato,,0,0,0,0.118371240941,20160706154804,20160706155246,728539267,107486,wikitext,12520860,edit,autoconfirmed,0,,20170118133531,604969
12523627,0,List_of_awards_and_nominations_received_by_Justin_Timberlake,,0,0,0,0.095691546479,20160708230501,20160708230503,728972692,87323,wikitext,12523627,edit,autoconfirmed,0,,infinity,540113
12523803,0,List_of_reggaeton_musicians,,0,0,0,0.408994571776,20160620144107,20160620154246,696424095,3037,wikitext,12523803,edit,autoconfirmed,0,,infinity,486208
12537116,0,List_of_supercouples,,0,0,0,0.180846839065,20160704165547,20160704165551,728322289,99950,wikitext,12537116,edit,autoconfirmed,0,,infinity,625698
12545190,0,List_of_Turkish_Americans,,0,0,0,0.7171502409089999,20160709153434,20160709153026,726702460,16865,wikitext,12545190,edit,autoconfirmed,0,,infinity,73792
12554531,0,"List_of_gay,_lesbian_or_bisexual_people:_Ba–Bh",,0,0,0,0.059829714382,20160708212852,20160708212859,728962555,43894,wikitext,12554531,edit,autoconfirmed,0,,infinity,240990
12561015,0,4chan,,0,0,0,0.303305167257,20160707101419,20160707101421,728743261,97724,wikitext,12561015,edit,autoconfirmed,0,,infinity,301981
12582331,0,Timeline_of_Crayola,,0,0,0,0.318962771748,20160620144107,20160620154255,717326407,21058,wikitext,12582331,edit,autoconfirmed,0,,20160918225417,612958
12605712,0,Banahaw_Broadcasting_Corporation,,0,0,0,0.39423354418,20160703043330,20160703043439,726300243,6273,wikitext,12605712,edit,autoconfirmed,0,,infinity,439615
12610483,0,Android_(operating_system),,0,0,0,0.939536550664,20160709175939,20160709175943,729073850,177094,wikitext,12610483,edit,autoconfirmed,0,,infinity,499475
12612514,0,Miley_Cyrus_discography,,0,0,0,0.124604741109,20160707172200,20160707172202,728787921,54653,wikitext,12612514,edit,autoconfirmed,0,,infinity,353411
12635211,0,Biggest_Loser_Jeetega,,0,0,0,0.082771584248,20160708223401,20160708192630,708672754,1671,wikitext,12635211,edit,autoconfirmed,0,,infinity,570054
12638427,0,Koorawatha,,0,0,0,0.239214518673,20160706102845,20160706103044,720334181,6160,wikitext,12638427,edit,autoconfirmed,0,,infinity,584297
12652874,0,Nickelodeon_Australian_Kids'_Choice_Awards_2007,,0,0,0,0.438271424009,20160626093649,20160626093712,726052531,5524,wikitext,12652874,edit,autoconfirmed,0,,20170609222805,623478
12655104,0,Superior_High_School_(Montana),,0,0,0,0.040424507603,20160623144143,20160624020250,545140549,1964,wikitext,12655104,edit,autoconfirmed,0,,infinity,468579
12677898,0,Terms_for_Syriac_Christians,,0,0,0,0.882997854697,20160705094550,20160705100337,701501968,75062,wikitext,12677898,edit,autoconfirmed,0,,infinity,560035
12678767,0,The_Land_Before_Time_XIII:_The_Wisdom_of_Friends,,0,0,0,0.734982027662,20160629003426,20160629013319,716493991,4870,wikitext,12678767,edit,autoconfirmed,0,,infinity,267706
12684530,0,Jennifer_Lawrence,,0,0,0,0.092778497099,20160704163923,20160704163927,728320287,74795,wikitext,12684530,edit,autoconfirmed,0,,infinity,568455
12714038,0,Edward_Bodkin,,0,0,0,0.966754593471,20160623144143,20160624020309,717913867,3897,wikitext,12714038,edit,autoconfirmed,0,,infinity,291504
12729700,0,Ranvir_Shorey,,0,0,0,0.528346822115,20160708223419,20160708192628,727006829,6247,wikitext,12729700,edit,autoconfirmed,0,,infinity,372345
12742325,0,Kamen_Rider_Ryuki:_Episode_Final,,0,0,0,0.621883616633,20160709201131,20160709201131,729087974,7706,wikitext,12742325,edit,autoconfirmed,0,,20161006124549,626461
12754176,0,Partialism,,0,0,0,0.019111757027,20160625061853,20160625063807,726716804,4792,wikitext,12754176,edit,autoconfirmed,0,,20160823223734,624994
12759502,0,"List_of_gay,_lesbian_or_bisexual_people:_W–Z",,0,0,0,0.132149817613,20160704175125,20160704175554,728323244,81474,wikitext,12759502,edit,autoconfirmed,0,,infinity,241024
12799449,0,Debate_on_traditional_and_simplified_Chinese_characters,,0,0,0,0.631094513218,20160705095315,20160705095725,728265907,53458,wikitext,12799449,edit,autoconfirmed,0,,infinity,212900
12818656,0,Shiner_(band),,0,0,0,0.347108570981,20160623144143,20160624020350,726052997,5990,wikitext,12818656,edit,autoconfirmed,0,,20170107134434,603716
12820978,0,The_Real_World:_Hollywood,,0,0,0,0.945693620825,20160707232552,20160704025816,727413350,36773,wikitext,12820978,edit,autoconfirmed,0,,infinity,445312
12847142,0,Tennant_(surname),,0,0,0,0.036566669443,20160620144107,20160620154345,697854320,2187,wikitext,12847142,edit,autoconfirmed,0,,20170102104749,603225
12873937,0,Bleach,,0,0,0,0.378525348653,20160704191912,20160705033646,723776620,32852,wikitext,12873937,edit,autoconfirmed,0,,20160729043036,618325
12902671,0,Ralph_Drollinger,,0,0,0,0.340474812106,20160708231357,20160708231202,726495516,9978,wikitext,12902671,edit,autoconfirmed,0,,infinity,623795
12964178,0,Midnight_Sun_(Stephenie_Meyer_novel),,0,0,0,0.7780202672729999,20160623144143,20160624020437,721547092,4312,wikitext,12964178,edit,autoconfirmed,0,,infinity,372250
12964276,0,Lorde,,0,0,0,0.8614557956750001,20160706060636,20160706060637,728572048,55171,wikitext,12964276,edit,autoconfirmed,0,,20170303054716,610927
12981266,0,Zodiac_Killer_in_popular_culture,,0,0,0,0.089870489863,20160620144107,20160620154318,724450899,15696,wikitext,12981266,edit,autoconfirmed,0,,20160829125707,610656
12981647,0,Super_Smash_Bros._Brawl,,0,0,0,0.638803865756,20160708021429,20160703044557,723915313,71714,wikitext,12981647,edit,autoconfirmed,0,,infinity,363345
12981662,0,Marley_&_Me_(film),,0,0,0,0.6588303977529999,20160704191912,20160705033710,726921338,21019,wikitext,12981662,edit,autoconfirmed,0,,infinity,200530
12992431,0,KidsCo,,0,0,0,0.010413704403,20160708225429,20160708192759,721461357,32389,wikitext,12992431,edit,autoconfirmed,0,,infinity,406254
13011369,0,Michael_Tobias,,0,0,0,0.392719819642,20160708223450,20160708192807,724677969,45306,wikitext,13011369,edit,autoconfirmed,0,,infinity,537671
13016380,0,Ushakov_Island,,0,0,0,0.803093009622,20160708133133,20160708133135,728907558,2755,wikitext,13016380,edit,autoconfirmed,0,,infinity,542634
13029061,0,Same-sex_marriage_in_Iowa,,0,0,0,0.224817037791,20160705231623,20160705233107,647295867,18925,wikitext,13029061,edit,autoconfirmed,0,,infinity,293778
13035457,0,Paul_Gordon_(musician),,0,0,0,0.187040594612,20160708223450,20160708192820,726960638,4084,wikitext,13035457,edit,autoconfirmed,0,,20160910012203,611746
13039867,0,Twilight_(novel_series),,0,0,0,0.086325399472,20160705100358,20160705105838,724366155,58919,wikitext,13039867,edit,autoconfirmed,0,,infinity,335322
13048148,0,Maajid_Nawaz,,0,0,0,0.106677150793,20160709193806,20160709193249,726862689,63054,wikitext,13048148,edit,autoconfirmed,0,,infinity,380166
13059378,0,The_Biggest_Loser_(season_4),,0,0,0,0.378135414593,20160623144143,20160624020520,718816999,45588,wikitext,13059378,edit,autoconfirmed,0,,infinity,570080
13060731,0,Gerard_Way,,0,0,0,0.238473092147,20160704191912,20160705033737,724413704,33228,wikitext,13060731,edit,autoconfirmed,0,,infinity,561656
13070785,0,SM_Southmall,,0,0,0,0.274841542852,20160623144143,20160624020527,723948061,3632,wikitext,13070785,edit,autoconfirmed,0,,20160916190833,612665
13094931,0,Bill_Prady,,0,0,0,0.40683570805,20160703064912,20160624020544,724626870,10564,wikitext,13094931,edit,autoconfirmed,0,,20160910130657,623523
13097064,0,Harold_Pinter_bibliography,,0,0,0,0.196310776496,20160704191912,20160705033747,717231953,100774,wikitext,13097064,edit,autoconfirmed,0,,infinity,355066
13099901,0,Davidson_High_School_(New_South_Wales),,0,0,0,0.5767847629689999,20160705100358,20160705105816,723959788,35301,wikitext,13099901,edit,autoconfirmed,0,,infinity,356907
13106745,0,"Tubber,_County_Clare",,0,0,0,0.141196631115,20160704163201,20160704233951,723870080,13010,wikitext,13106745,edit,autoconfirmed,0,,infinity,401767
13110135,0,Fuckwit,,0,0,0,0.11444208632,20160704191912,20160705033748,680488333,307,wikitext,13110135,edit,autoconfirmed,0,,infinity,61487
13118744,0,Scientology,,0,0,0,0.6094794374110001,20160705100358,20160705105819,725636672,219432,wikitext,13118744,edit,autoconfirmed,0,,infinity,199111
13120635,0,Oghur_languages,,0,0,0,0.571665634727,20160625061853,20160625063818,716083739,6231,wikitext,13120635,edit,autoconfirmed,0,,20160904154747,611105
13179568,0,Beit_HaArava,,0,0,0,0.459486820889,20160704191912,20160704234105,722228747,4984,wikitext,13179568,edit,autoconfirmed,0,,20160826192003,621690
13187026,0,List_of_iCarly_episodes,,0,0,0,0.6216101966249999,20160706192124,20160706192701,706284940,6290,wikitext,13187026,edit,autoconfirmed,0,,infinity,383111
13199916,0,Taylor_Lautner,,0,0,0,0.520288174249,20160707041941,20160705033900,726766309,48819,wikitext,13199916,edit,autoconfirmed,0,,infinity,350809
13226577,0,"List_of_gay,_lesbian_or_bisexual_people:_Sa–Sc",,0,0,0,0.7603115568390001,20160704175125,20160704175601,728321340,38078,wikitext,13226577,edit,autoconfirmed,0,,infinity,241016
13253481,0,Alex_Jones,,0,0,0,0.097419058808,20160620144107,20160620154320,628685784,985,wikitext,13253481,edit,autoconfirmed,0,,infinity,482103
13259888,0,Brooke_Logan,,0,0,0,0.359980796731,20160709024455,20160709024401,728993642,16501,wikitext,13259888,edit,autoconfirmed,0,,20160719024455,626828
13261770,0,Stockton_Beach,,0,0,0,0.89172637956,20160704191912,20160704234249,718920145,22551,wikitext,13261770,edit,autoconfirmed,0,,infinity,619038
13266004,0,Gervinho,,0,0,0,0.833693832509,20160709152054,20160705033920,727818648,35418,wikitext,13266004,edit,autoconfirmed,0,,infinity,424742
13275423,0,Yolo,,0,0,0,0.387808588665,20160620144107,20160620154337,691216777,1202,wikitext,13275423,edit,autoconfirmed,0,,20160914050937,498667
13279542,0,Ethnic_groups_in_Europe,,0,0,0,0.095680902972,20160707111903,20160705154623,728458854,104240,wikitext,13279542,edit,autoconfirmed,0,,infinity,208325
13295790,0,Saadat_Ali_Khan_II,,0,0,0,0.110160975436,20160620144107,20160620154318,712577453,5081,wikitext,13295790,edit,autoconfirmed,0,,infinity,444252
13327177,0,2018_FIFA_World_Cup,,0,0,0,0.6981779552809999,20160707175012,20160707175017,728791399,62575,wikitext,13327177,edit,autoconfirmed,0,,20180607094520,623143
13331280,0,Jim_Parsons,,0,0,0,0.770079342138,20160704191912,20160705033928,714257331,34941,wikitext,13331280,edit,autoconfirmed,0,,infinity,384709
13383154,0,Javier_Hernández,,0,0,0,0.187855697785,20160706101442,20160706101445,728593000,73747,wikitext,13383154,edit,autoconfirmed,0,,infinity,329140
13391779,0,Seedbox,,0,0,0,0.336454715797,20160625061853,20160625063827,720805570,3702,wikitext,13391779,edit,autoconfirmed,0,,infinity,373930
13395562,0,Abigail_Breslin,,0,0,0,0.1808678913,20160707232721,20160705033943,726777970,40692,wikitext,13395562,edit,autoconfirmed,0,,20180320215243,613219
13418508,0,List_of_Airbus_A380_orders_and_deliveries,,0,0,0,0.960298432554,20160709071515,20160709071516,728105382,61207,wikitext,13418508,edit,autoconfirmed,0,,infinity,521426
13435050,0,List_of_aircraft_of_the_Malaysian_Armed_Forces,,0,0,0,0.078052288652,20160704191912,20160705034003,707717761,5014,wikitext,13435050,edit,autoconfirmed,0,,infinity,482201
13455931,0,"List_of_gay,_lesbian_or_bisexual_people:_Sj–Sz",,0,0,0,0.829208375437,20160704175125,20160704175543,728321943,48464,wikitext,13455931,edit,autoconfirmed,0,,infinity,241020
13456803,0,List_of_player_salaries_in_the_NHL,,0,0,0,0.710569777649,20160627222933,20160627222945,726602770,20926,wikitext,13456803,edit,autoconfirmed,0,,infinity,412337
13471132,0,Kamen_Rider_Stronger_(character),,0,0,0,0.029927489356,20160706124440,20160706123257,728607316,9195,wikitext,13471132,edit,autoconfirmed,0,,20161006124440,626443
13471322,0,Kamen_Rider_Black_(character),,0,0,0,0.049532683612,20160709201211,20160709201215,729088054,18524,wikitext,13471322,edit,autoconfirmed,0,,20161006124537,626457
13495433,0,Varun_Sandesh,,0,0,0,0.806421088391,20160625023931,20160625023933,726886660,12954,wikitext,13495433,edit,autoconfirmed,0,,infinity,337752
13505067,0,Victorious,,0,0,0,0.300926061183,20160710010854,20160710010601,726414034,48329,wikitext,13505067,edit,autoconfirmed,0,,infinity,469781
13566216,0,Jon_Kennedy,,0,0,0,0.871310088736,20160708075126,20160708075129,728878862,5067,wikitext,13566216,edit,autoconfirmed,0,,infinity,58145
13575276,0,David_N._Stamos,,0,0,0,0.242794001911,20160703064912,20160624020905,720323368,3607,wikitext,13575276,edit,autoconfirmed,0,,infinity,580962
13581081,0,George_Rae,,0,0,0,0.926976197905,20160625061853,20160625063832,712706551,1272,wikitext,13581081,edit,autoconfirmed,0,,infinity,372254
13582438,0,2004_French–Ivorian_clashes,,0,0,0,0.980703986773,20160620144107,20160620154420,718358254,8540,wikitext,13582438,edit,autoconfirmed,0,,20161003182638,592518
13589741,0,List_of_radio_stations_in_Metro_Manila,,0,0,0,0.642559739268,20160701144825,20160701144825,727834354,11719,wikitext,13589741,edit,autoconfirmed,0,,infinity,379582
13613264,0,Lisa_Ann,,0,0,0,0.454543581334,20160709212354,20160709212357,729096118,44429,wikitext,13613264,edit,autoconfirmed,0,,20171114131458,597527
13618375,0,Jorge_Andrés_Martínez,,0,0,0,0.862049034504,20160708190322,20160629215426,724469418,12280,wikitext,13618375,edit,autoconfirmed,0,,infinity,372256
13619028,0,Nat_Wolff,,0,0,0,0.205909554784,20160705095532,20160705100127,727843624,17985,wikitext,13619028,edit,autoconfirmed,0,,infinity,370810
13622423,0,Brittany_Byrnes,,0,0,0,0.7985924750790001,20160623144143,20160624020926,718190595,5258,wikitext,13622423,edit,autoconfirmed,0,,20170502020324,618661
13623554,0,Che_Guevara,,0,0,0,0.026085577946,20160709132522,20160709132527,728941143,171030,wikitext,13623554,edit,autoconfirmed,0,,infinity,221182
13628305,0,Us_Girls_(Philippine_TV_program),,0,0,0,0.243698553648,20160623144143,20160624020927,703592712,1543,wikitext,13628305,edit,autoconfirmed,0,,infinity,393897
